datetime,trade_pnl,equity,equity_smooth
2026-02-26 15:10:00-0500,-15.0,28447.0,28445.0
2026-02-26 15:33:00-0500,-29.5,28417.5,28445.4
2026-02-26 15:51:00-0500,-24.5,28393.0,28412.2
2026-02-26 16:00:00-0500,114.5,28507.5,28361.7
2026-02-27 09:33:00-0500,-211.5,28296.0,28309.0
2026-02-27 09:38:00-0500,-101.5,28194.5,28247.8
2026-02-27 09:42:00-0500,-40.5,28154.0,28149.8
2026-02-27 09:46:00-0500,-67.0,28087.0,28092.8
2026-02-27 09:56:00-0500,-69.5,28017.5,28076.8
2026-02-27 09:58:00-0500,-6.5,28011.0,28063.8
2026-02-27 12:21:00-0500,103.5,28114.5,28058.7
2026-02-27 12:25:00-0500,-25.5,28089.0,28058.4
2026-02-27 12:43:00-0500,-27.5,28061.5,28043.9
2026-02-27 12:56:00-0500,-45.5,28016.0,28005.1
2026-02-27 13:02:00-0500,-77.5,27938.5,27961.3
2026-02-27 13:08:00-0500,-18.0,27920.5,27899.9
2026-02-27 14:04:00-0500,-50.5,27870.0,27824.3
2026-02-27 14:09:00-0500,-115.5,27754.5,27751.5
2026-02-27 15:11:00-0500,-116.5,27638.0,27674.0
2026-02-27 15:39:00-0500,-63.5,27574.5,27595.9
2026-02-27 15:41:00-0500,-41.5,27533.0,27525.4
2026-02-27 15:43:00-0500,-53.5,27479.5,27514.9
2026-02-27 15:48:00-0500,-77.5,27402.0,27565.6
2026-02-27 16:00:00-0500,183.5,27585.5,27613.2
2026-03-02 10:01:00-0500,242.5,27828.0,27664.6
2026-03-02 10:33:00-0500,-57.0,27771.0,27725.8
2026-03-02 10:35:00-0500,-34.5,27736.5,27741.7
2026-03-02 11:28:00-0500,-28.5,27708.0,27694.0
2026-03-02 11:31:00-0500,-43.0,27665.0,27700.5
2026-03-02 11:35:00-0500,-75.5,27589.5,27701.0
2026-03-02 16:00:00-0500,214.0,27803.5,27682.8
2026-03-03 09:33:00-0500,-64.5,27739.0,27656.2
2026-03-03 09:35:00-0500,-122.0,27617.0,27612.1
2026-03-03 09:37:00-0500,-85.0,27532.0,27609.0
2026-03-03 09:42:00-0500,-163.0,27369.0,27607.0
2026-03-03 16:00:00-0500,419.0,27788.0,27623.2
2026-03-04 09:32:00-0500,-59.0,27729.0,27647.5
2026-03-04 09:36:00-0500,-31.0,27698.0,27694.9
2026-03-04 09:49:00-0500,-44.5,27653.5,27658.8
2026-03-04 09:51:00-0500,-47.5,27606.0,27710.2
2026-03-04 10:04:00-0500,1.5,27607.5,27778.1
2026-03-04 16:00:00-0500,378.5,27986.0,27846.2
2026-03-05 09:41:00-0500,51.5,28037.5,27907.2
2026-03-05 09:44:00-0500,-43.5,27994.0,27963.5
2026-03-05 09:48:00-0500,-83.0,27911.0,27951.0
2026-03-05 10:20:00-0500,-22.0,27889.0,27925.8
2026-03-05 10:51:00-0500,34.5,27923.5,27906.8
2026-03-05 10:54:00-0500,-12.0,27911.5,27903.1
2026-03-05 11:00:00-0500,-12.5,27899.0,27877.1
2026-03-05 12:04:00-0500,-6.5,27892.5,27853.3
2026-03-05 12:10:00-0500,-133.5,27759.0,27826.3
2026-03-05 15:26:00-0500,45.5,27804.5,27795.8
2026-03-05 15:28:00-0500,-28.0,27776.5,27764.6
2026-03-05 15:33:00-0500,-30.0,27746.5,27757.4
2026-03-05 15:35:00-0500,-10.0,27736.5,27730.6
2026-03-05 15:40:00-0500,-13.5,27723.0,27739.5
2026-03-05 15:50:00-0500,-52.5,27670.5,27736.1
2026-03-05 16:00:00-0500,150.5,27821.0,27697.4
2026-03-06 09:33:00-0500,-91.5,27729.5,27635.9
2026-03-06 09:36:00-0500,-186.5,27543.0,27581.6
2026-03-06 09:39:00-0500,-127.5,27415.5,27480.7
2026-03-06 09:41:00-0500,-16.5,27399.0,27390.7
2026-03-06 09:47:00-0500,-82.5,27316.5,27330.3
2026-03-06 09:49:00-0500,-37.0,27279.5,27274.3
2026-03-06 09:51:00-0500,-38.5,27241.0,27213.7
2026-03-06 09:56:00-0500,-105.5,27135.5,27144.5
2026-03-06 10:00:00-0500,-39.5,27096.0,27060.6
2026-03-06 10:10:00-0500,-125.5,26970.5,26995.2
2026-03-06 10:12:00-0500,-110.5,26860.0,26943.3
2026-03-06 12:37:00-0500,54.0,26914.0,26892.6
2026-03-06 12:49:00-0500,-38.0,26876.0,26857.9
2026-03-06 12:56:00-0500,-33.5,26842.5,26844.9
2026-03-06 13:00:00-0500,-45.5,26797.0,26815.2
2026-03-06 14:25:00-0500,-2.0,26795.0,26775.9
2026-03-06 14:27:00-0500,-29.5,26765.5,26737.8
2026-03-06 14:48:00-0500,-86.0,26679.5,26704.2
2026-03-06 14:53:00-0500,-27.5,26652.0,26649.8
2026-03-06 14:55:00-0500,-23.0,26629.0,26630.7
2026-03-06 15:11:00-0500,-106.0,26523.0,26619.4
